id,name,email,phone,age,department,hire_date,salary
6635,Alice Johnson,mike@email.m,5551234567,35,HR,2021-12-19,43894.43427285709
6636,Mike Brown,jane@email.c,(555) 123-4567,26,Sales,2023-02-10,-9703.9482071063
6637,Bob Wilson,mike@email.com,(555) 123-4567,37,Finance,2024-10-22,97297.96828367846
6638,Bob Wilson,john@email.com,555.123.4567,23,IT,2021-05-03,153396.30748267134
6639,Alice Johnson,mike@email.com,(555) 123-4567,37,Finance,2021-08-19,75641.21029835759
6640,Jane Smith,jane@email.cm,(555) 123-4567,52,Finance,2022-12-05,86848.86616771165
6641,John Doe,john@email.com,5551234567,22,Sales,2022-02-24,14453.836312777392
6642,Mike Brown,bob@email.com,5551234567,34,Finance,2020-09-07,96205.08034115641
6643,John Doe,bob@email.com,+1 555 123 4567,18,HR,2022-09-27,71370.61870636503
6644,Mike Brown,alice@email.com,5551234567,26,Sales,2024-10-20,10315.460848643528
6645,Bob Wilson,mike@email.com,1555123,42,Sales,2021-11-29,21606.69653890589
6646,John Doe,jane@email.com,5551234567,200,Sales,2024-07-17,20059.851710342627
6647,Alice Johnson,mike@email.com,+1 555 123 4567,42,Finance,2020-11-30,84692.05733558409
6648,Jane Smith,john@email.com,5551234567,38,Marketing,2023-12-31,59569.377443636244
6649,Alice Johnson,alice@email.com,5551234567,34,IT,2021-03-19,158498.14285725783
6650,Jane Smith,jane@email.com,555.123.4567,24,IT,2020-04-20,158734.82894046576
6651,John Doe,mike@email.com,5551234567,41,HR,2022-02-15,46308.29887299978
6652,John Doe,jane@email.cam,+1 555 123 4567,38,Sales,2022-03-06,14652.215703939739
6653,Jane Smith,john@email.com,555.123.4567,19,IT,2021-07-31,139947.82486470608
6654,Bob Wilson,alice@email.com,+1 555 123 4567,25,Finance,2024-10-14,81329.2130983415
6655,Mike Brown,jane@email.com,5551234,7,Finance,2023-09-16,75482.09556356046
6656,Alice Johnson,john@email.com,5551234567,21,Finance,2022-05-13,69223.35803954337
6657,Alice Johnson,bob@email.com,+1 555 123 4567,31,HR,2052-04-20,50744.280000781284
6658,Alice Johnson,jane@email.com,(555) 123-4567,24,Sales,2021-06-30,19934.0735378304
6659,John Doe,alice@email.com,555.123.4567,26,IT,2023-02-03,161023.2766921355
6660,Alice Johnson,jane@email.com,555.123.4567,48,Sales,2021-02-28,20105.270729281896
6661,Mike Brown,jane@email.com,5551234567,45,Sales,2021-12-20,13017.271420778516
6662,Mike Brown,john@email.com,555.123.4567,28,Finance,2021-11-01,62465.074579782275
6663,Jane Smith,mike@email.com,+1 555 123 4567,5,IT,2024-09-22,
6664,John Doe,mike@email.com,5551234567,47,HR,2023-08-31,46032.50282496637
6665,Mike Brown,jane@email.com,555.123.4567,41,Sales,2021-10-11,23186.500094692004
6666,Bob Wilson,alice@email.com,155512345,37,Marketing,2022-11-25,88368.1402048078
6667,John Doe,alice@email.com,555.123.4567,45,Finance,2023-05-21,73794.54155796491
6668,John Doe,john@email.com,+1 555 123 4567,42,Marketing,2023-09-13,69141.79338794158
6669,Mike Brown,jane@email.com,555.123.4567,22,HR,2020-02-16,68613.53117631638
6670,Bob Wilson,jane@email.com,(555) 123-4567,33,HR,2022-08-11,36800.35288265991
6671,Jane Smith,mike@email.com,(555) 123-4567,29,HR,2024-11-06,60670.57946843364
6672,Mike Brown,john@email.com,5551234567,46,HR,2024-05-01,51776.993269124076
6673,Bob Wilson,bob@email.com,(555) 123-4567,29,IT,2024-06-20,159948.20138832033
6674,John Doe,alice@email.com,+1 555 123 4567,27,Marketing,2023-06-09,65436.302555162874
6675,Bob Wilson,alice@email.com,+1-555-123-4567,45,Finance,2024-04-06,74572.45691863768
6676,John Doe,jane@email.com,+1-555-123-4567,37,Marketing,2023-12-08,79186.27226871134
6677,Mike Brown,john@email.com,5551234567,56,IT,2021-02-10,164839.8944062156
6678,Mike Brown,bob@email.com,5551234567,26,Sales,2024-01-26,28373.84984139204
6679,Alice Johnson,alice@email.com,(555) 123-4567,29,HR,2020-05-03,45768.759048778855
6680,Alice Johnson,john@email.com,155512,46,Sales,2024-11-05,23508.453031353187
6681,Alice Johnson,bob@email.com,(555) 123-4567,22,HR,2024-09-13,46937.54391761156
6682,Mike Brown,jane@email.com,+1 555 123 4567,48,Finance,2021-12-30,58701.225697850336
6683,Jane Smith,mike@email.cm,+1 555 123 4567,22,HR,2021-02-03,60467.26292994054
6684,Mike Brown,alice@email.com,+1-555-123-4567,41,HR,2024-12-06,52784.992689554645
6685,Bob Wilson,alice@email.com,+1 555 123 4567,16,Sales,2052-01-24,29254.698139001193
6686,Mike Brown,bob@email.com,555.123.4567,35,Sales,2023-07-31,11258.968998017324
6687,Mike Brown,mike@email.com,+1 555 123 4567,21,Sales,2020-06-18,34216.56199339457
6688,John Doe,john@email.com,+1-555-123-4567,54,IT,2022-09-12,
6689,John Doe,jane@email.com,555123,24,HR,2020-04-04,51201.85660038628
6690,John Doe,john@email.com,+1 555 123 4567,26,Sales,2021-10-18,32351.24576902324
6691,Mike Brown,bob@email.com,555.123.4567,200,IT,2023-08-20,161707.51327394825
6692,Jane Smith,alice@email.comm,5551234567,28,Finance,2023-01-24,99420.97921562311
6693,Bob Wilson,alice@email.com,(555) 123-4567,41,Finance,2021-11-30,70066.21840941631
6694,Bob Wilson,john@email.com,5551234567,27,HR,2021-02-26,50266.19262246629
6695,Jane Smith,jane@email.com,555.123.4567,27,Sales,2022-10-12,8761.998490466796
6696,Jane Smith,bob@email.com,+1-555-123-4567,34,HR,2024-05-05,40814.258842627816
6697,Bob Wilson,jane@email.com,+1-555-123-4567,22,HR,2052-12-25,46273.91393389623
6698,Alice Johnson,bob@email.com,(555) 123-4567,-10,HR,2020-05-12,48712.89369349484
6699,John Doe,jane@email.com,+1 555 123 4567,43,IT,2020-12-27,170517.77849998348
6700,John Doe,john@email.com,+1 555 123 4567,40,HR,2052-06-05,44855.61137823461
6701,Bob Wilson,mike@email.com,5551234567,41,Finance,2021-09-22,88803.61932935644
6702,Jane Smith,bob@email.com,15551,15,Sales,2020-03-04,16160.619284475295
6703,Alice Johnson,john@email.com,+1 555 123 4567,30,Marketing,2023-12-14,60553.367790625554
6704,Bob Wilson,alice@email.com,+1 555 123 4567,32,Marketing,2022-07-23,70664.97747683372
6705,John Doe,alice@email.cm,+1-555-123-4567,49,Marketing,2021-01-04,60100.05712200401
6706,Mike Brown,jane@email.com,+1-555-123-4567,29,Sales,2052-08-28,41902.4591487108
6707,Jane Smith,alice@email.com,555.123.4567,11,HR,2023-06-02,53458.65533880957
6708,Mike Brown,mike@email.com,5551234567,24,Sales,2021-07-19,3588.8409407672225
6709,Bob Wilson,bob@email.com,+1-555-123-4567,28,Sales,2021-05-30,18569.70254005472
6710,John Doe,jane@email.com,555.123.4567,13,IT,2022-03-26,158527.8814592849
6711,Alice Johnson,bob@email.com,+1-555-123-4567,44,Sales,2020-02-24,304.4762526034574
6712,Mike Brown,bob@email.com,(555) 123-4567,19,IT,2022-11-22,175578.80186733906
6713,Alice Johnson,john@email.com,(555) 123-4567,39,Finance,2052-04-12,96213.52296789568
6714,John Doe,alice@email.com,(555) 123-4567,24,IT,2052-02-19,157752.35508561236
6715,Mike Brown,bob@email.com,+1-555-123-4567,50,Marketing,2024-01-28,71395.60243906859
6716,Alice Johnson,mike@email.comm,+1 555 123 4567,32,IT,2021-02-21,173769.667230896
6717,Alice Johnson,mike@email.com,+1 555 123 4567,30,Finance,2021-06-24,79810.32093269366
6718,Mike Brown,alice@email.coom,5551234,40,Sales,2024-09-26,31427.36309339587
6719,John Doe,alice@email.com,5551234567,24,Marketing,2052-12-03,67650.61940508448
6720,Alice Johnson,jane@email.com,555.123.4567,40,IT,2023-12-02,176454.43922297683
6721,Bob Wilson,jane@email.com,(555) 123-4567,30,HR,2024-05-20,40620.22566162279
6722,Mike Brown,jane@email.com,555.123.4567,29,Sales,2021-08-29,21775.621780456197
6723,Jane Smith,alice@email.com,555.123.4567,34,Marketing,2024-02-20,66813.78746991073
6724,Jane Smith,bob@email.com,(555) 123-4567,24,Marketing,2024-07-20,54591.611788898765
6725,John Doe,john@email.com,+1 555 123 4567,33,IT,2021-08-05,154391.50674205564
6726,Bob Wilson,jane@email.com,5551234567,38,Sales,2024-11-13,991.3972928151343
6727,Alice Johnson,john@email.com,(555) 123-4567,11,Sales,2022-05-10,20542.43504837896
6728,Jane Smith,mike@email.com,555.123.4567,45,HR,2024-05-15,46477.25219170468
6729,John Doe,alice@email.com,+1-555-123-4567,43,HR,2023-06-20,39673.883055834835
6730,Bob Wilson,mike@email.com,+1-555-123-4567,16,Marketing,2023-05-11,75955.32859713667
6731,Bob Wilson,jane@email.com,555123456,14,Marketing,2052-02-12,68602.72894103493
6732,John Doe,bob@email.com,(555) 123-4567,43,Finance,2052-12-09,69131.76013198995
6733,John Doe,jane@email.com,+1 555 123 4567,42,Marketing,2020-03-29,66829.17763793326
6734,Alice Johnson,john@email.com,(555) 123-4567,41,HR,2023-05-19,48096.13805562692
6735,John Doe,jane@email.com,5551234567,20,IT,2022-04-22,
6736,Alice Johnson,bob@email.com,+1-555-123-4567,200,Finance,2021-07-10,84107.97142823503
6737,Alice Johnson,bob@email.com,555.123.4567,27,Marketing,2020-10-15,79758.7201591267
6738,Mike Brown,alice@email.comm,+1 555 123 4567,5,HR,2024-05-23,61296.058802023035
6739,Bob Wilson,alice@email.com,(555) 123-4567,37,Finance,2052-02-08,81550.73733549216
6740,Bob Wilson,bob@email.com,5551234567,50,IT,2020-07-13,160640.0937486174
6741,Bob Wilson,bob@email.com,(555) 123-4567,36,IT,2023-05-31,170628.6553464304
6742,Mike Brown,john@email.com,5551234567,39,HR,2021-10-13,52132.34240642024
6743,Alice Johnson,jane@email.com,55512345,34,Sales,2022-04-15,18336.65476546941
6744,Alice Johnson,alice@email.com,+1 555 123 4567,23,HR,2023-03-29,64880.99560213276
6745,John Doe,john@email.com,+1 555 123 4567,11,HR,2023-02-11,46831.14581883719
6746,Mike Brown,jane@email.com,555.123.4567,35,HR,2020-08-29,
6747,John Doe,alice@email.com,+1 555 123 4567,20,Sales,2020-01-24,21726.302296510683
6748,Mike Brown,john@email.com,5551234567,-10,Marketing,2020-11-02,66338.18125572542
6749,John Doe,mike@email.com,555.123.4567,36,Marketing,2024-10-29,50141.658049902246
6750,Jane Smith,mike@email.com,+1 555 123 4567,36,IT,2023-05-02,176014.17249957338
6751,Bob Wilson,alice@email.com,+1-555-123-4567,24,Marketing,2024-03-27,72530.7959975913
6752,Bob Wilson,john@email.com,5551234567,45,HR,2022-07-09,
6753,Alice Johnson,jane@email.com,555.123.4567,39,Marketing,2024-06-28,74313.19240971807
6754,Jane Smith,jane@email.com,5551234567,5,Sales,2021-02-11,24986.552991878234
6755,Bob Wilson,john@email.m,555.123.4567,55,Marketing,2021-09-24,53323.3657958067
6756,Alice Johnson,mike@email.com,5551234567,32,HR,2023-05-25,42235.2461943606
6757,Jane Smith,john@email.com,+1-555-123-4567,21,Marketing,2024-07-21,64454.46315810948
6758,Bob Wilson,mike@email.com,155512345,27,IT,2024-09-03,148085.4796304396
6759,John Doe,mike@email.com,(555) 123-4567,19,Marketing,2020-10-27,75101.90399010171
6760,Mike Brown,jane@email.com,(555) 123-4567,48,IT,2020-07-03,162844.49856339872
6761,Jane Smith,alice@email.com,(555) 123-4567,45,Finance,2020-02-14,82053.95255778772
6762,Alice Johnson,bob@email.com,555.123.4567,42,Sales,2021-09-25,8222.131213986726
6763,Jane Smith,john@email.com,+1 555 123 4567,40,IT,2023-07-21,171464.97386307424
6764,Alice Johnson,mike@email.com,555.123.4567,47,Finance,2024-05-05,77859.28714282773
6765,Jane Smith,john@email.cm,5551234,32,Finance,2023-11-28,75108.77146567778
6766,Alice Johnson,alice@email.com,555.123.4567,39,HR,2023-01-25,61287.62603928283
6767,Bob Wilson,alice@email.com,555.123.4567,26,Finance,2022-03-07,99641.4929202996
6768,John Doe,bob@email.com,+1 555 123 4567,33,Sales,2020-12-07,28996.603815262526
6769,Bob Wilson,bob@email.com,(555) 123-4567,5,Sales,2023-01-04,22508.659559961354
6770,John Doe,mike@email.com,55512345,4,Sales,2052-03-23,13806.921825373758
6771,Bob Wilson,bob@email.com,5551234,28,Sales,2023-03-31,16534.06045697214
6772,Bob Wilson,mike@email.com,+1 555 123 4567,36,HR,2024-05-22,47321.97783098171
6773,Jane Smith,jane@email.com,+1-555-123-4567,34,Marketing,2022-02-11,68529.53527705387
6774,Mike Brown,mike@email.com,5551234567,30,IT,2023-10-27,164682.72816426083
6775,Alice Johnson,bob@email.com,555.123.4567,40,HR,2024-03-05,49945.590035263725
6776,Alice Johnson,john@email.cm,555.123.4567,27,HR,2020-11-25,62327.11312827642
6777,Alice Johnson,bob@email.com,5551234567,22,IT,2021-09-24,176437.22365364997
6778,John Doe,alice@email.com,5551234567,46,IT,2020-06-01,157188.06083909923
6779,Alice Johnson,bob@email.com,555.123.4567,45,Marketing,2023-04-28,67672.79302593369
6780,Alice Johnson,jane@email.com,+1 555 123 4567,-10,Marketing,2021-01-19,58018.4356487262
6781,Jane Smith,mike@email.coom,+1-555-123-4567,34,Sales,2021-12-14,27232.459217436695
6782,Bob Wilson,alice@email.com,+1 555 123 4567,43,Marketing,2024-06-02,82362.87095833017
6783,Alice Johnson,mike@email.com,(555) 123-4567,35,Marketing,2021-11-10,61795.46364171533
6784,Mike Brown,mike@email.com,(555) 123-4567,40,IT,2023-08-03,172905.97768898
6785,Alice Johnson,bob@email.com,(555) 123-4567,39,Finance,2020-04-26,104203.38461298903
6786,John Doe,john@email.com,555.123.4567,31,Sales,2021-12-21,18365.21330711754
6787,John Doe,alice@email.com,+1-555-123-4567,40,Sales,2023-05-12,25931.630927125905
6788,John Doe,jane@email.com,+1-555-123-4567,25,HR,2024-12-01,63718.65643866113
6789,Alice Johnson,jane@email.com,555.123.4567,38,Marketing,2022-01-11,56575.453906332725
6790,Jane Smith,john@email.com,555.123.4567,34,Marketing,2022-08-01,55669.91535664375
6791,Mike Brown,john@email.com,555.123.4567,31,IT,2024-11-01,152557.35421058268
6792,Alice Johnson,bob@email.com,+1-555-123-4567,22,Marketing,2020-04-24,71794.58478082834
6793,Jane Smith,jane@email.com,555.123.4567,36,HR,2020-03-13,41894.89854429932
6794,Jane Smith,alice@email.com,555123456,35,IT,2023-08-23,170598.47987770257
6795,Alice Johnson,john@email.com,5551234567,26,Sales,2022-04-28,36315.37105165103
6796,Alice Johnson,john@email.com,5551234567,19,Marketing,2024-08-19,59043.09760734005
6797,Jane Smith,john@email.com,555.123.4567,18,Marketing,2024-09-10,58141.24455568607
6798,Jane Smith,alice@email.com,555123,32,HR,2024-06-04,55359.362774390436
6799,Jane Smith,jane@email.c,555.123.4567,38,HR,2052-01-20,50382.88565058981
6800,Alice Johnson,alice@email.c,5551234567,53,IT,2022-04-25,141371.01771758185
6801,Jane Smith,alice@email.com,555.123.4567,34,Sales,2023-06-24,38382.51722689184
6802,John Doe,bob@email.com,15551234,18,HR,2020-04-20,54415.983235765685
6803,Alice Johnson,john@email.com,5551234,32,HR,2022-05-08,46957.06483120643
6804,John Doe,jane@email.comm,+1 555 123 4567,47,Sales,2022-10-18,14949.555796010245
6805,Bob Wilson,bob@email.com,(555) 123-4567,28,Finance,2021-03-19,90504.0675524873
6806,Alice Johnson,bob@email.com,(555) 123-4567,46,IT,2023-02-12,164551.20943906478
6807,Bob Wilson,mike@email.com,5551234567,36,Finance,2022-11-28,
6808,Jane Smith,john@email.com,(555) 123-4567,41,Sales,2023-06-17,21808.515268724645
6809,Jane Smith,jane@email.com,555123456,5,Marketing,2024-01-11,57628.544185016304
6810,Mike Brown,jane@email.com,+1 555 123 4567,5,IT,2020-07-30,161392.4936771039
6811,Jane Smith,jane@email.com,(555) 123-4567,43,Sales,2023-07-12,17740.094315563827
6812,Bob Wilson,john@email.c,555.123.4567,34,Sales,2021-11-23,10872.33997268604
6813,Jane Smith,jane@email.com,555123456,25,IT,2023-04-17,167747.24597445122
6814,Alice Johnson,alice@email.com,5551234567,33,Finance,2052-07-05,87264.95494378252
6815,Jane Smith,alice@email.com,+1 555 123 4567,51,Marketing,2020-12-04,
6816,Mike Brown,john@email.com,+1-555-123-4567,48,Finance,2021-07-17,68585.40728013449
6817,Jane Smith,jane@email.com,+1 555 123 4567,14,HR,2021-10-13,57123.65676061595
6818,Bob Wilson,mike@email.com,+1-555-123-4567,27,Finance,2052-01-09,101373.95788503232
6819,Bob Wilson,mike@email.com,(555) 123-4567,44,HR,2023-10-11,57596.71019959293
6820,Jane Smith,mike@email.com,+1-555-123-4567,34,IT,2023-07-24,
6821,Bob Wilson,alice@email.com,555123,34,HR,2024-08-30,47525.8112205168
6822,Bob Wilson,mike@email.comm,+1 555 123 4567,-10,Sales,2023-06-12,38215.17650638196
6823,Mike Brown,jane@email.com,1555123,27,HR,2021-06-06,48508.08210071901
6824,Alice Johnson,jane@email.coom,55512345,21,Sales,2021-07-26,19638.47390718453
6825,Mike Brown,mike@email.com,5551234567,18,Sales,2020-10-10,14159.50178883485
6826,John Doe,bob@email.com,55512345,22,Finance,2021-04-04,91607.27537614618
6827,Mike Brown,mike@email.coom,(555) 123-4567,25,Marketing,2023-07-08,42852.703271231265
6828,Jane Smith,bob@email.com,555.123.4567,27,Finance,2052-12-12,67849.90800663215
6829,Alice Johnson,john@email.com,555.123.4567,26,Finance,2024-01-10,65301.57118381404
6830,Jane Smith,john@email.com,555.123.4567,45,Sales,2021-06-10,39060.61285407055
6831,John Doe,jane@email.com,+1 555 123 4567,25,Marketing,2021-02-19,67089.9216508382
6832,Alice Johnson,alice@email.com,+1-555-123-4567,49,Sales,2020-10-23,17578.965598043873
6833,Bob Wilson,jane@email.com,(555) 123-4567,30,Marketing,2023-01-06,63163.88626502243
6834,Mike Brown,jane@email.com,5551234567,39,HR,2022-06-23,38947.50480181717
6835,Jane Smith,alice@email.com,(555) 123-4567,39,Sales,2021-05-24,36274.34056235921
6836,John Doe,jane@email.cm,+1-555-123-4567,26,Finance,2023-09-22,74729.49411375508
6837,Bob Wilson,alice@email.com,(555) 123-4567,31,Sales,2023-04-10,
6838,Mike Brown,jane@email.com,5551234567,29,IT,2021-10-08,158434.892426862
6839,Bob Wilson,john@email.cam,5551234567,38,IT,2024-11-21,164400.3822533642
6840,Mike Brown,bob@email.com,+1-555-123-4567,33,IT,2023-10-07,
6841,Alice Johnson,jane@email.com,5551234567,27,Finance,2022-12-03,76279.36945721474
6842,Bob Wilson,bob@email.com,+1 555 123 4567,36,Finance,2022-02-12,95611.73563081867
6843,Bob Wilson,mike@email.com,55512345,38,IT,2022-06-30,166058.21567460726
6844,Bob Wilson,jane@email.com,15551234,53,Finance,2023-05-02,85611.86845418673
6845,Alice Johnson,john@email.com,+1-555-123-4567,35,Finance,2052-04-06,80939.77072241672
6846,John Doe,alice@email.com,(555) 123-4567,35,Finance,2024-03-19,104467.36298108082
6847,Mike Brown,john@email.com,5551234567,39,IT,2022-12-23,156834.6055865031
6848,Bob Wilson,bob@email.com,5551234567,25,HR,2023-07-08,48895.20999121457
6849,Alice Johnson,alice@email.com,+1-555-123-4567,17,HR,2023-04-03,51503.263454410495
6850,John Doe,john@email.com,(555) 123-4567,31,Marketing,2020-04-12,56036.30259584589
6851,Mike Brown,john@email.com,(555) 123-4567,45,Sales,2020-06-02,21517.565509479235
6852,Alice Johnson,john@email.com,+1 555 123 4567,47,HR,2021-10-31,50237.15994065267
6853,Mike Brown,alice@email.com,+1 555 123 4567,16,Marketing,2052-05-17,
6854,Bob Wilson,john@email.com,+1-555-123-4567,41,HR,2023-10-26,50946.36555316269
6855,John Doe,john@email.com,(555) 123-4567,13,IT,2052-02-28,158284.0090029849
6856,Alice Johnson,bob@email.com,(555) 123-4567,39,Marketing,2024-07-04,50378.83648938928
6857,John Doe,john@email.comm,+1 555 123 4567,38,IT,2024-06-10,166830.81644263983
6858,Bob Wilson,john@email.com,+1 555 123 4567,17,IT,2022-10-13,156066.21972217193
6859,John Doe,mike@email.com,+1-555-123-4567,45,Marketing,2021-10-21,64167.995247013954
6860,John Doe,alice@email.com,(555) 123-4567,52,Marketing,2022-02-21,58264.018175701705
6861,Jane Smith,mike@email.com,+1-555-123-4567,34,HR,2022-08-05,38153.94063745912
6862,John Doe,bob@email.com,+1 555 123 4567,36,HR,2022-06-04,52885.073126049654
6863,Mike Brown,mike@email.com,5551234567,49,Sales,2021-10-29,
6864,Alice Johnson,jane@email.com,+1 555 123 4567,23,HR,2022-10-02,
6865,Jane Smith,alice@email.com,55512,23,Marketing,2020-11-18,60976.54158740846
6866,Alice Johnson,john@email.com,+1-555-123-4567,26,HR,2023-02-28,50317.520019885465
6867,Alice Johnson,mike@email.com,(555) 123-4567,35,Marketing,2023-04-23,
6868,Bob Wilson,mike@email.com,+1 555 123 4567,35,Sales,2020-02-24,32254.667096187164
6869,Bob Wilson,john@email.com,+1 555 123 4567,29,Marketing,2023-11-20,49249.34313810098
6870,Jane Smith,john@email.com,555.123.4567,200,Sales,2021-12-04,2375.3636667895553
6871,Bob Wilson,bob@email.com,+1 555 123 4567,29,Sales,2021-07-22,36659.4302198183
6872,Bob Wilson,mike@email.com,(555) 123-4567,-10,Sales,2021-04-26,-220.7757062945784
6873,Bob Wilson,mike@email.cm,+1-555-123-4567,27,IT,2022-11-25,
6874,Alice Johnson,jane@email.com,+1-555-123-4567,27,Finance,2052-09-06,99965.17044328086
6875,Jane Smith,jane@email.com,555.123.4567,14,Marketing,2022-02-15,72230.61468563892
6876,Alice Johnson,mike@email.com,(555) 123-4567,32,HR,2021-11-05,41974.21047716501
6877,Mike Brown,jane@email.com,+1 555 123 4567,15,Finance,2023-11-06,66622.87263995291
6878,Alice Johnson,mike@email.com,5551234567,42,Finance,2023-01-16,79136.24570344051
6879,Mike Brown,alice@email.com,+1-555-123-4567,29,IT,2024-02-04,182514.99219153606
6880,John Doe,bob@email.com,(555) 123-4567,33,Marketing,2023-12-13,
6881,John Doe,jane@email.com,55512345,31,Marketing,2020-05-18,67690.39967968652
6882,Mike Brown,mike@email.com,5551234567,32,HR,2021-01-10,37244.90112891674
6883,Mike Brown,jane@email.com,(555) 123-4567,47,IT,2021-02-12,166623.09377803927
6884,Alice Johnson,bob@email.com,+1 555 123 4567,21,Finance,2020-01-01,76883.75680273489
6885,Mike Brown,alice@email.com,+1-555-123-4567,18,Marketing,2024-12-05,65204.713524509054
6886,Jane Smith,john@email.com,+1 555 123 4567,36,IT,2023-02-22,148435.6943090781
6887,John Doe,john@email.comm,555.123.4567,30,Sales,2021-09-23,22926.02969654086
6888,John Doe,jane@email.com,+1-555-123-4567,200,Marketing,2022-04-24,51470.19015744327
6889,Mike Brown,mike@email.com,5551234567,42,Finance,2021-06-24,42050.28161601007
6890,Bob Wilson,bob@email.com,+1-555-123-4567,23,Sales,2022-03-24,
6891,Bob Wilson,alice@email.com,+1 555 123 4567,41,Sales,2052-04-09,43023.52283071719
6892,Mike Brown,alice@email.com,(555) 123-4567,24,Sales,2020-06-07,9972.379594808037
6893,Jane Smith,alice@email.com,(555) 123-4567,35,Finance,2020-08-05,72908.2672569661
6894,Bob Wilson,john@email.com,(555) 123-4567,22,IT,2052-03-12,173957.4968519408
6895,Mike Brown,bob@email.com,555.123.4567,36,Marketing,2023-05-15,75463.71565477438
6896,Jane Smith,john@email.cam,55512,34,IT,2020-12-27,166055.22494600553
6897,Jane Smith,jane@email.com,(555) 123-4567,23,Finance,2022-06-05,69373.76282161652
6898,Alice Johnson,alice@email.com,5551234567,21,HR,2024-11-13,60608.936656037375
6899,Jane Smith,bob@email.com,+1 555 123 4567,42,Marketing,2024-12-02,53927.67620113956
6900,Bob Wilson,alice@email.com,5551234567,30,Marketing,2021-10-30,60309.5247710296
6901,Bob Wilson,john@email.coom,(555) 123-4567,5,HR,2020-06-07,54706.241242392905
6902,Mike Brown,john@email.com,+1 555 123 4567,29,Sales,2022-06-30,1175.75966148746
6903,Mike Brown,john@email.com,555.123.4567,48,Marketing,2024-10-03,68495.02849725992
6904,Jane Smith,alice@email.com,+1-555-123-4567,25,Marketing,2023-07-02,75247.57812987991
6905,John Doe,bob@email.com,+1-555-123-4567,49,Marketing,2024-07-13,80088.85406780917
6906,Alice Johnson,bob@email.com,+1 555 123 4567,36,Finance,2021-05-07,74148.9751851784
6907,John Doe,jane@email.com,5551234567,38,HR,2022-02-05,46478.83400749686
6908,Jane Smith,alice@email.coom,+1 555 123 4567,24,Marketing,2024-07-25,71434.64041653548
6909,Jane Smith,jane@email.com,5551234567,42,HR,2022-05-10,45057.56995775088
6910,John Doe,jane@email.com,5551234567,42,Sales,2023-02-25,16295.1909706853
6911,Alice Johnson,jane@email.com,+1-555-123-4567,31,Marketing,2024-07-29,67898.93721543768
6912,John Doe,jane@email.com,555.123.4567,13,IT,2020-12-25,168723.0056268193
6913,Mike Brown,john@email.com,(555) 123-4567,23,IT,2021-04-03,145928.84570614254
6914,Bob Wilson,jane@email.com,555.123.4567,23,IT,2022-04-12,153335.92534234826
6915,Mike Brown,bob@email.com,(555) 123-4567,39,IT,2020-02-06,146669.86729693704
6916,Bob Wilson,jane@email.com,+1-555-123-4567,30,Finance,2024-06-10,54983.391858160634
6917,Jane Smith,john@email.com,(555) 123-4567,5,Sales,2021-02-17,6575.475337059963
6918,Alice Johnson,mike@email.com,5551234567,29,Marketing,2021-12-19,62999.623841081586
6919,John Doe,mike@email.com,+1 555 123 4567,49,Sales,2023-05-29,
6920,Alice Johnson,mike@email.c,(555) 123-4567,35,IT,2024-01-20,143482.4120857763
6921,John Doe,alice@email.coom,555.123.4567,36,Sales,2023-04-09,
6922,Mike Brown,bob@email.com,+1-555-123-4567,28,Sales,2023-03-08,1781.5546961809305
6923,Mike Brown,john@email.com,+1-555-123-4567,34,Finance,2023-01-07,76996.53850744077
6924,John Doe,mike@email.com,155512,25,IT,2023-04-27,158437.40360496126
6925,Alice Johnson,john@email.com,5551234,38,HR,2021-09-11,60068.2791449506
6926,John Doe,john@email.com,5551234567,23,Sales,2020-04-19,18326.398299083918
6927,Jane Smith,alice@email.com,+1-555-123-4567,42,Sales,2023-08-10,12716.051900324092
6928,Mike Brown,mike@email.com,5551234567,27,IT,2023-04-14,162377.1041474691
6929,Jane Smith,jane@email.com,+1 555 123 4567,44,Finance,2021-02-13,70345.38877407106
6930,Mike Brown,john@email.com,+1-555-123-4567,54,Marketing,2023-02-25,77072.97923589019
6931,Mike Brown,mike@email.com,5551234567,35,IT,2023-10-20,161647.530013563
6932,Bob Wilson,john@email.com,(555) 123-4567,-10,Marketing,2022-09-23,69104.4261866804
6933,Jane Smith,alice@email.com,(555) 123-4567,42,HR,2022-11-13,56317.32265018269
6934,Jane Smith,alice@email.c,55512345,20,Marketing,2020-08-01,59051.21956200393
6935,Bob Wilson,jane@email.com,(555) 123-4567,36,Sales,2021-08-07,-1643.6464244019553
6936,Alice Johnson,alice@email.com,+1 555 123 4567,40,Finance,2024-10-22,72789.38035916883
6937,Jane Smith,mike@email.com,555.123.4567,40,HR,2020-12-17,55098.39982250304
6938,John Doe,alice@email.com,+1 555 123 4567,36,Finance,2020-05-19,54567.698664948475
6939,Bob Wilson,jane@email.cm,+1 555 123 4567,36,Finance,2052-03-04,83792.117575938
6940,Jane Smith,bob@email.com,5551234567,35,Marketing,2021-10-18,72557.59091991337
6941,Alice Johnson,john@email.com,+1 555 123 4567,36,Finance,2021-12-29,100874.20368265557
6942,Jane Smith,john@email.com,5551234567,22,HR,2023-12-31,55422.569261015095
6943,Mike Brown,mike@email.com,1555123,32,Finance,2024-12-10,84390.5330960702
6944,John Doe,jane@email.com,55512345,20,HR,2023-03-22,51488.639516949734
